"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5240","Login test with empty email","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","197643","Edit personal info (empty address fields)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Negative cases","",""
"","121560","Check the soonest available appointment slot and times","Appointments tests","2026-03-16","passed","2026-03-16","","See Available Appointment Slots For Selected Service+Location","",""
"","74369","Edit medical info (Select a bottle cap preference, easy-open caps)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","82220","Edit medical info (Remove custom Medical Condition)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","203118","Remove Person under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","61061","Reset password test using Email","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests -> Positive cases","",""
"","94512","Check the Appointment Summary page","Appointments tests","2026-03-16","passed","2026-03-16","","Book The Appointment With My Pharmacy","",""
"","165336","Deny Caregiver's request","People Under Your Care tests","2026-03-15","passed","2026-03-16","","","",""
"","142165","User can reschedule their own appointment","Appointments tests","2026-03-16","passed","2026-03-16","","Reschedule An Appointment","",""
"","82981","Edit personal info (empty first and last names fields)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Negative cases","",""
"","179009","Caregiver can reschedule the appointment for PUC created by Caregiver","Appointments tests","2026-03-16","passed","2026-03-16","","Reschedule An Appointment","",""
"","104672","User can choose ""No"" during canceling the upcoming appointment","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","70468","Check the complete appointment details for the Past appointments","Appointments tests","2026-03-16","passed","2026-03-16","","See Past Appointments","",""
"","73617","Upcoming appointments must be sorted by date, nearest date towards the top","Appointments tests","2026-03-16","passed","2026-03-16","","See Upcoming Appointments","",""
"","85424","Edit medical info (add allergies, custom)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","60298","Reset password using Text message","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests -> Positive cases","",""
"","143314","Book The Appointment for Today - Check the Appointment Detail page","Appointments tests","2026-03-16","passed","2026-03-16","","Book The Appointment With My Pharmacy","",""
"","219914","Approve Caregiver's request","People Under Your Care tests","2026-03-15","passed","2026-03-15","","","",""
"","101425","The Caregiver can cancel the upcoming appointment scheduled by the PUC","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","161888","The Caregiver can cancel the upcoming appointment for PUC scheduled by the Caregiver","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","96978","Check past appointments that the user had booked for themselves","Appointments tests","2026-03-16","passed","2026-03-16","","See Past Appointments","",""
"","90370","Send message that contains URL","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","43778","Postconditions: Change pharmacy location back to QE Appium Automation","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","78424","Sign up test with add prescription -> Do this later","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","132633","User can cancel their upcoming appointment ","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","225507","Add Person under your care that is already present in Caregiver's list","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","60137","Verify that the patient can change the pharmacy location from the ""Your Pharmacy"" section at the bottom of the Home page","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","129239","Book The Appointment for an 'Upcoming' day","Appointments tests","2026-03-16","passed","2026-03-16","","Book The Appointment With My Pharmacy","",""
"","79595","Sign up test -> Skip RX option","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","85488","Check availability for a different day, and times","Appointments tests","2026-03-16","passed","2026-03-16","","See Available Appointment Slots For Selected Service+Location","",""
"","123612","Edit personal info (last name)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","85651","Verify that the patient can change the pharmacy location via the [View] button when there are unread messages on other pharmacy locations","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","70194","Edit personal info (gender)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","88596","Edit personal info (street Address line 2)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","95029","Open URL from the Pharmacy message","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","78083","Edit personal info (ZIP code)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","37646","Login and logout","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","96882","Check sent message to the pharmacy inside chat","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","23326","Sign up test with incorrect password","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","11668","login test with empty password","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","48751","Check the Appointments page when there are zero appointments","Appointments tests","2026-03-16","passed","2026-03-16","","See Upcoming Appointments","",""
"","100979","Edit medical info (add allergies, from search+custom)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","3985","I'm a new patient screen","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","78316","Edit personal info (empty address fields)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","55105","Reset password test with empty email","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests  -> Negative cases","",""
"","50168","Verify that the patient can change the pharmacy location using the header [Geolocation] button","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","151802","Edit personal info (first name)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","187602","Book The Appointment With My Pharmacy - for Person Under Care","Appointments tests","2026-03-16","passed","2026-03-16","","Book The Appointment With My Pharmacy","",""
"","73383","Upcoming appointments must be sorted by time, earlier time towards the top","Appointments tests","2026-03-16","passed","2026-03-16","","See Upcoming Appointments","",""
"","85491","Check Messages tab by newly created user","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","4675","Sign up test with empty email","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","52567","Sign up test with invalid sms verification code","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","69457","Edit personal info (State)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","87547","Add Pet under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","106304","Send a message to the pharmacy (Select ""Meds & Rx order info"" subject)","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","65993","Check the Appointments page when there are no past appointments","Appointments tests","2026-03-16","passed","2026-03-16","","See Past Appointments","",""
"","70598","Edit personal info (street Address)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","65898","Edit medical info (Select Allergies chips when No Known allergies radio button selected)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit medical info -> Negative cases","",""
"","111943","Add Person under your care again who is in the pending status","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","97661","Copy text from Pharmacy message and send it","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","84741","Edit medical info (remove all medical conditions, chips)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","121910","Add not registered patient under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","81344","Edit medical info (Add custom Medical Condition)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
