"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","171357","Edit personal info (empty and invalid DOB field)","Edit Personal Info tests","2026-03-15","passed","2026-03-15","","Edit personal info -> Negative cases","",""
"","52169","Reset password using the last actual one","Reset password tests","2026-03-15","passed","2026-03-15","","Reset password tests  -> Negative cases","",""
"","12122","Change workflow status to ""Out Of Stock"" and verify if it changed.","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","58037","Login after logout","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","94265","Edit medical info (add allergies, custom)","Edit Medical Info tests","2026-03-15","passed","2026-03-15","","Edit Medical Info tests -> Positive cases","",""
"","32196","Sign up test with incorrect password","Sign up tests","2026-03-15","passed","2026-03-15","","","",""
"","92598","Sign up test with resent sms verification code","Sign up tests","2026-03-15","passed","2026-03-15","","","",""
"","49639","Sign up test with empty first name","Sign up tests","2026-03-15","passed","2026-03-15","","","",""
"","18934","login test with empty password","Log in tests","2026-03-15","passed","2026-03-15","","","",""
"","104740","Check sent message to the pharmacy inside chat","Send Messages tests","2026-03-15","passed","2026-03-15","","","",""
"","119798","Book The Appointment for an 'Upcoming' day","Appointments tests","2026-03-15","passed","2026-03-15","","Book The Appointment With My Pharmacy","",""
"","176769","Book The Appointment With My Pharmacy - for Person Under Care","Appointments tests","2026-03-15","passed","2026-03-15","","Book The Appointment With My Pharmacy","",""
"","8448","Change workflow status to ""Rx filled"" and verify if it changed.","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","108432","Cancel sending message to Pharmacy","Send Messages tests","2026-03-15","passed","2026-03-15","","","",""
"","75484","Edit medical info (Select a bottle cap preference, child-resistant caps)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","205516","Remove Person under your care","People Under Your Care tests","2026-03-15","passed","2026-03-15","","","",""
"","68641","Check the Appointment card details on the Appointments page","Appointments tests","2026-03-15","passed","2026-03-15","","See Upcoming Appointments","",""
"","148385","Check Order tab detail screen","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","203731","Edit personal info (empty address fields)","Edit Personal Info tests","2026-03-15","passed","2026-03-15","","Edit personal info -> Negative cases","",""
"","227161","Approve Caregiver's request","People Under Your Care tests","2026-03-15","passed","2026-03-15","","","",""
"","134983","Add not registered patient under your care","People Under Your Care tests","2026-03-15","passed","2026-03-15","","","",""
"","8471","Change workflow status to ""In Queue"" and verify if it changed.","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","72064","Upcoming appointments must be sorted by time, earlier time towards the top","Appointments tests","2026-03-15","passed","2026-03-15","","See Upcoming Appointments","",""
"","116337","Postconditions => change to default","Edit Personal Info tests","2026-03-15","passed","2026-03-15","","Edit personal info -> Positive cases","",""
"","49957","Check the Appointments page when there are zero appointments","Appointments tests","2026-03-15","passed","2026-03-15","","See Upcoming Appointments","",""
"","81206","The Patient Under Care can cancel the upcoming appointment scheduled by the Caregiver","Appointments tests","2026-03-15","passed","2026-03-15","","Cancel An Appointment","",""
"","24885","Sign up test with empty password","Sign up tests","2026-03-15","passed","2026-03-15","","","",""
"","65735","Reset password using Text message","Reset password tests","2026-03-15","passed","2026-03-15","","Reset password tests -> Positive cases","",""
"","20816","Login test with valid credentials","Log in tests","2026-03-15","passed","2026-03-15","","","",""
"","86875","Edit personal info (empty address fields)","Edit Personal Info tests","2026-03-15","passed","2026-03-15","","Edit personal info -> Positive cases","",""
"","21067","Click on ""Order"" button without selecting any prescriptions to order","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Negative cases","",""
"","91267","Check the Appointment Summary page","Appointments tests","2026-03-15","passed","2026-03-15","","Book The Appointment With My Pharmacy","",""
"","155695","Caregiver can reschedule the appointment for PUC created by Caregiver","Appointments tests","2026-03-15","passed","2026-03-15","","Reschedule An Appointment","",""
"","139475","The Caregiver can cancel the upcoming appointment for PUC scheduled by the Caregiver","Appointments tests","2026-03-15","passed","2026-03-15","","Cancel An Appointment","",""
"","86776","Edit medical info (Add custom Medical Condition)","Edit Medical Info tests","2026-03-15","passed","2026-03-15","","Edit Medical Info tests -> Positive cases","",""
"","71579","Upcoming appointments must be sorted by date, nearest date towards the top","Appointments tests","2026-03-15","passed","2026-03-15","","See Upcoming Appointments","",""
"","131946","Edit personal info (last name)","Edit Personal Info tests","2026-03-15","passed","2026-03-15","","Edit personal info -> Positive cases","",""
"","236530","Add Person under your care that is already present in Caregiver's list","People Under Your Care tests","2026-03-15","passed","2026-03-15","","","",""
"","47845","Sign up test with empty mobile number","Sign up tests","2026-03-15","passed","2026-03-15","","","",""
"","21032","Order first prescriptions from List of Prescriptions","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","60175","Sign up test with invalid sms verification code","Sign up tests","2026-03-15","passed","2026-03-15","","","",""
"","110878","Copy text from Pharmacy message and send it","Send Messages tests","2026-03-15","passed","2026-03-15","","","",""
"","85367","The Caregiver can cancel the upcoming appointment scheduled by the PUC","Appointments tests","2026-03-15","passed","2026-03-15","","Cancel An Appointment","",""
"","113431","Send a message to the pharmacy (Select ""Billing/Insurance"" subject)","Send Messages tests","2026-03-15","passed","2026-03-15","","","",""
"","102307","Try adding Yourself to under your care","People Under Your Care tests","2026-03-15","passed","2026-03-15","","","",""
"","9279","Change workflow status to ""Ready for shipping"" and verify if it changed.","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","48704","Sign up test with empty last name","Sign up tests","2026-03-15","passed","2026-03-15","","","",""
"","75835","Edit medical info (Select a bottle cap preference, easy-open caps)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","70446","Edit medical info (Select Allergies chips when No Known allergies radio button selected)","Edit Medical Info tests","2026-03-15","passed","2026-03-15","","Edit medical info -> Negative cases","",""
"","112181","Edit medical info (add allergies, from search+custom)","Edit Medical Info tests","2026-03-15","passed","2026-03-15","","Edit Medical Info tests -> Positive cases","",""
"","94691","Edit medical info (add allergies, from search)","Edit Medical Info tests","2026-03-15","passed","2026-03-15","","Edit Medical Info tests -> Positive cases","",""
"","8575","Change workflow status to ""Partial fill"" and verify if it changed.","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","11118","Login test with invalid email","Log in tests","2026-03-15","passed","2026-03-15","","","",""
"","20720","Order prescription with changing Method of delivery (Delivery)","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","97607","Check if radio button “Known allergies“ is selected there is a possibility to click on available chips with allergies.","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","77562","Edit personal info (dob)","Edit Personal Info tests","2026-03-15","passed","2026-03-15","","Edit personal info -> Positive cases","",""
"","50103","Postconditions: Change pharmacy location back to QE Appium Automation","Change Pharmacy Location Tests","2026-03-15","passed","2026-03-15","","","",""
"","73930","Edit personal info (State)","Edit Personal Info tests","2026-03-15","passed","2026-03-15","","Edit personal info -> Positive cases","",""
"","91217","Add Pet under your care","People Under Your Care tests","2026-03-15","passed","2026-03-15","","","",""
"","6884","Login test with empty email","Log in tests","2026-03-15","passed","2026-03-15","","","",""
"","131699","Add first medication manually as newly created user and check if it appeared on a screen","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","178185","Check whether user is allowed to cancel the order on Order Summary step","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","8934","Change workflow status to ""Special Order"" and verify if it changed.","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","6569","Sign up test with empty email","Sign up tests","2026-03-15","passed","2026-03-15","","","",""
"","28214","Verify the presence of the [Geolocation] button in the header","Change Pharmacy Location Tests","2026-03-15","passed","2026-03-15","","","",""
"","227308","Revoke Caregiver's request","People Under Your Care tests","2026-03-15","passed","2026-03-15","","","",""
"","111466","Copy URL from the Pharmacy message and send it","Send Messages tests","2026-03-15","passed","2026-03-15","","","",""
"","21491","Order prescription with changing Method of delivery (Curbside)","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Positive cases","",""
"","72182","Edit personal info (gender)","Edit Personal Info tests","2026-03-15","passed","2026-03-15","","Edit personal info -> Positive cases","",""
"","103095","Add Child under your care","People Under Your Care tests","2026-03-15","passed","2026-03-15","","","",""
"","45370","Sign up test with empty date of birth","Sign up tests","2026-03-15","passed","2026-03-15","","","",""
"","20855","Add meds manually without entering Rx number and Drug name","Order Prescriptions tests","2026-03-16","passed","2026-03-16","","Order prescriptions -> Negative cases","",""
