"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","123020","Edit personal info (empty address fields)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Negative cases","",""
"","52487","Send message that contains URL","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","54475","Edit medical info (add allergies, custom)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","174596","Order first prescription as newly created user","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","99927","Edit personal info (empty and invalid DOB field)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Negative cases","",""
"","65191","Reset password using Text message","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests -> Positive cases","",""
"","124229","Deny Caregiver's request","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","54150","Edit medical info (add allergies, from search)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","49078","Change workflow status to ""Partial fill"" and verify if it changed.","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","47891","Sign up test with empty mobile number","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","19223","login test with empty password","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","68631","Check available appointment times for a different location","Appointments tests","2026-03-16","passed","2026-03-16","","See Available Appointment Slots For Selected Service+Location","",""
"","35992","Verify that the patient can change the pharmacy location using the header [Geolocation] button","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","162392","Approve Caregiver's request","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","25691","Login and logout","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","77547","User can reschedule their own appointment","Appointments tests","2026-03-16","passed","2026-03-16","","Reschedule An Appointment","",""
"","48845","Sign up test with empty last name","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","40571","Edit personal info (gender)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","48182","Edit personal info (ZIP code)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","110620","Order prescription with changing Method of delivery (Delivery)","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","66736","User can choose ""No"" during canceling the upcoming appointment","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","48699","Change workflow status to ""Awaiting prescriber"" and verify if it changed.","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","58687","Check the Appointment Summary page","Appointments tests","2026-03-16","passed","2026-03-16","","Book The Appointment With My Pharmacy","",""
"","54324","Add meds manually without entering Rx number and Drug name","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Negative cases","",""
"","64247","Reset password test with not registered email","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests  -> Negative cases","",""
"","60510","Sign up test with invalid sms verification code","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","94790","Check whether user is able to remove item/items from the list","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","52472","Check availability for a different day, and times","Appointments tests","2026-03-16","passed","2026-03-16","","See Available Appointment Slots For Selected Service+Location","",""
"","60847","Edit personal info (first name)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","47148","Edit personal info (dob)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","61773","Copy URL from the Pharmacy message and send it","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","32261","Sign up test with incorrect password","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","49077","Change workflow status to ""Rx filled"" and verify if it changed.","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","56458","Edit personal info (street Address line 2)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","39207","Copy text from Pharmacy message and send it","Send Messages tests","2026-03-16","broken","2026-03-16","","","",""
"","67157","Edit medical info (Select No Known allergies radio button, remove all Allergies)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","42517","Edit personal info (State)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","52335","Add Meds without Entering Rx number*","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Negative cases","",""
"","524","""before all"" hook for Order prescriptions -> Negative cases","","2026-03-17","broken","2026-03-17","","","",""
"","69017","Book The Appointment for Today - Check the Appointment Detail page","Appointments tests","2026-03-16","passed","2026-03-16","","Book The Appointment With My Pharmacy","",""
"","90752","Reorder prescriptions of Completed Order","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","36165","Edit personal info (Country)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","56144","Edit medical info (remove all medical conditions, chips)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","65599","Reset password test using Email","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests -> Positive cases","",""
"","0","Check date mm/dd/yyyy of last order","","2026-03-17","skipped","2026-03-17","","","",""
"","60988","The Patient Under Care can cancel the upcoming appointment scheduled by the Caregiver","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","55127","Edit personal info (empty address fields)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","67309","Check past appointments that the user had booked for themselves","Appointments tests","2026-03-16","passed","2026-03-16","","See Past Appointments","",""
"","46991","Verify that the patient can change the pharmacy location from the ""Your Pharmacy"" section at the bottom of the Home page","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","64431","Add Child under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","62866","Edit medical info (add medical conditions, chips)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","19250","Login test with valid credentials","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","158431","Add Person under your care that is already present in Caregiver's list","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","45476","Sign up test with empty date of birth","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","114416","Add first medication manually as newly created user and check if it appeared on a screen","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","47411","Open URL from the Pharmacy message","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","119216","Change the clinical service type per appointment flow","Appointments tests","2026-03-16","passed","2026-03-16","","See Available Appointment Slots For Selected Service+Location","",""
"","65355","Book The Appointment for an 'Upcoming' day","Appointments tests","2026-03-16","passed","2026-03-16","","Book The Appointment With My Pharmacy","",""
"","164246","Revoke Caregiver's request","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","57909","The Caregiver can cancel the upcoming appointment scheduled by the PUC","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","65402","Edit medical info (add allergies, from search+custom)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","69891","Add another prescription as an existing user","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","70258","Check the Appointments page when there are no past appointments","Appointments tests","2026-03-16","passed","2026-03-16","","See Past Appointments","",""
"","88637","The Caregiver can cancel the upcoming appointment for PUC scheduled by the Caregiver","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","74829","Cancel sending message to Pharmacy","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","108763","Order prescription with changing Method of delivery (Curbside)","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
